0.15 0.0 0.0
0.44999999999999996 0.0 0.0
0.75 0.0 0.0
1.05 0.0 0.0
1.3499999999999999 0.0 0.0
1.65 0.0 0.0
1.95 0.0 0.0
2.25 0.0 0.0
2.55 0.0 0.0
2.85 0.0 0.0
3.15 0.0 0.0
3.4499999999999997 0.0 0.0
3.75 0.0 0.0
4.05 0.0 0.0
4.35 0.014281293526696052 0.006000000000000002
4.6499999999999995 0.2601793521258936 0.1309
4.95 0.9785433364806715 0.6632
5.25 1.639033288786672 1.6661
5.55 1.961996644353641 3.0077000000000007
5.85 1.9577561088347808 4.495
6.1499999999999995 1.7596595966892696 5.9724
6.45 1.5114451354696972 7.368200000000002
6.75 1.262637773425043 8.645200000000003
7.05 1.0186199403344334 9.769000000000002
7.35 0.8347684352730476 10.77
7.6499999999999995 0.734637864198183 11.724300000000001
7.949999999999999 0.6866614700397115 12.6876
8.25 0.7017767215740401 13.747800000000002
8.549999999999999 0.7280317657767261 14.929100000000004
8.85 0.8079629505983589 16.333700000000004
9.15 0.8676780423756485 17.9461
9.45 0.9402993307670127 19.809900000000006
9.75 1.0010087912291263 21.921999999999997
10.049999999999999 1.051608866828844 24.2795
10.35 1.0750202709988974 26.835499999999996
10.65 1.1213326574229916 29.6584
10.95 1.1358874117824616 32.68129999999999
11.25 1.1346425648720009 35.8686
11.549999999999999 1.1088240470954134 39.151700000000005
11.85 1.0874693485248688 42.541
12.15 1.036233555183231 45.93620000000001
12.45 0.9934097627754271 49.35380000000001
12.75 0.9655055734691667 52.8374
13.049999999999999 0.9285846563983355 56.34729999999999
13.35 0.914447178088612 59.964500000000015
13.65 0.9216313939125543 63.7758
13.95 0.9306693216387409 67.79549999999999
14.25 0.9664715421972876 72.15130000000002
14.549999999999999 0.9853011874394734 76.78089999999999
14.85 1.0020605629202504 81.68540000000002
15.149999999999999 1.0171452019302736 86.8669
